index,machine,top25
116,0,"'blood chemistry changes', 'bronchopulmonary drainage', 'therapeutic gas administration apparatus', 'external cardiac massage', 'bronchodilator', 'metered dose inhaler', 'lung capacity tests', 'mechanical ventilators', 'acid-base balance', 'atelectasis', 'breathing exercises', 'arterial blood gases', 'nitric oxide', 'respiratory care procedures', 'hypoxemia', 'disease management techniques', 'pneumothorax', 'positive pressure ventilation', 'continuous positive airway pressure (cpap)', 'surfactant', 'alveolar', 'bronchoscopy', 'endotracheal tube', 'arterial puncture', 'cardiac output'"
117,1,"'controllogix', 'devicenet', 'rsview', 'wincc', 'process field bus (profibus)', 'wonderware', 'controlnet', 'human machine interface (hmi)', 'siemens plc', 'programmable logic controller (plc) programming', 'wonderware intouch', 'factorytalk', 'human machine interface (hmi) control systems', 'ladder logic', 'ifix', 'rockwell automation', 'cognex', 'siemens simatic', 'servo drives / motors', 'variable frequency drives (vfds)', 'industrial automation systems', 'allen-bradley controls', 'electrical control', 'dh+', 'abb'"
118,1,"'software refactoring', 'gnu c', 'socket i/o', 'advanced message queuing protocol (amqp)', 'erlang / otp', 'orientdb', 'mercurial (software)', 'boost c++ libraries', 'apache avro', 'marionette.js', 'wrapper libraries', 'object relational model', 'arangodb', 'sqlbr', 'aptana', 'gnu c++', 'mapserver', 'rethinkdb', 'apache ivy', 'hsqldb', 'antlr', 'cypher query language', 'geotools', 'software development kit (sdk) design', 'restify'"
119,0,"'fixed asset accounting', 'corporate accounting', 'intercompany accounting', 'general ledger reconciliation', 'intercompany reconciliations', 'month-end close processes', 'generally accepted accounting principles (gaap)', 'general ledger accounting', 'accounting analysis', 'full cycle accounting', 'bank reconciliation', 'cash flow reporting', 'accounting management', 'balance sheet', 'inventory accounting', 'account reconciliation', 'fixed asset register', 'international financial reporting standards', 'general ledger', 'fixed assets', 'corporate financial reporting', 'variance analysis', 'accounting regulations', 'contract accounting', 'cash flow forecasting'"
120,1,"'gifbuilder', 'bryce 3d', 'macromedia software', 'newtek lightwave', 'netobjects fusion', 'illustrator 8.0', 'debabelizer', 'adobe golive', 'server side include', '960 grid system', 'fontographer', 'scalable inman flash replacement (sifr)', 'vector art design', 'graphic optimization', 'truespace', 'cufon', 'miva merchant', 'media cleaner pro', 'adobe pagemill', 'corel ventura', 'blueprint css', 'troubleshoot pdf', 'corel photo', 'hotmetal pro', 'forehelp'"
121,1,"'docker software', 'kubernetes', 'redis', 'vagrant software', 'rabbitmq', 'ansible', 'nginx', 'apache mesos', 'devops', 'aws elastic compute cloud (ec2)', 'datadog', 'mongodb', 'haproxy', 'elasticsearch', 'nosql', 'memcached', 'logstash', 'saltstack', 'aws cloudformation', 'continuous deployment', 'kibana', 'ruby', 'node.js', 'github', 'sensu'"
122,0,"'gynecology - oncology', 'med-peds', 'pain medicine', 'behavioral neurology', 'neuro-oncology', 'neuroradiology', 'neck surgery', 'physical medicine & rehab', 'reconstructive surgery', 'breast surgery', 'pulmonology', 'thoracic surgery', 'allergy and immunology', 'plastic surgery', 'neuroimmunology', 'psychosomatic', 'dermatopathology', 'maternal-fetal medicine', 'orthopedic surgery', 'cardiothoracic surgery', 'sleep medicine', 'radiology - nuclear', 'gastroenterology', 'neonatology', 'allergist'"
123,0,"'lp underwriting', 'loan application analysis', 'government loan underwriting', 'credit report verification', 'construction lending process', 'commercial mortgage loan origination', 'loan registration', 'bond program lending', 'encompass software', 'residential loan origination', 'loan promotion', 'state lending regulation', 'federal housing administration (fha) underwriting', 'loan assumptions', 'residential real estate loan origination', 'penfed policy', 'statusmart', 'in-house underwriting', 'commercial loan origination', 'residential mortgage applications', 'mortgage banking sales', 'miser system', 'consumer loan origination', 'government underwriting', 'loan funding'"
124,0,"'wind farm design', 'solar photovoltaic engineering', 'solar photovoltaic technology', 'solar power system design', 'photovoltaic solutions', 'wind turbine technology', 'wind project development', 'pvsyst', 'solar development', 'solar energy industry knowledge', 'wind farm construction', 'renewable energy industry knowledge', 'photovoltaic system design', 'wind turbine construction', 'pv system design and drafting', 'solar farm', 'wind energy industry knowledge', 'site suitability assessment', 'ul 1741', 'solar engineering', 'solar and wind energy', 'alternative energy design', 'solar energy', 'wind energy engineering', 'solar application'"
125,1,"'testcomplete', 'quicktestpro', 'selenium webdriver', 'automation test environment', 'backend testing', 'appium', 'watir', 'ranorex', 'selenium', 'soatest', 'soap-ui', 'load runner', 'automated testing', 'quick test professional (qtp)', 'test tools', 'hp quality center', 'coded ui', 'black-box testing', 'winrunner', 'istqb', 'testlink', 'hp alm', 'bug tracking', 'hp loadrunner', 'seetest'"
126,0,"'premenstrual syndrome', 'gestational hypertension diagnosis / treatment', 'abnormal condition detection', 'rh factor', 'teratogen', 'laminaria', 'urethritis', 'pregnancy and birth', 'gynecologic disorders', 'morning after pill', 'condyloma', 'birth assistant', 'perimenopause', 'menarche', 'vbac', 'tocolytic', 'estradiol', 'lochia', 'uterine cancer knowledge', 'familial cancer knowledge', 'endometriosis', 'transvaginal ultrasound', 'breast examination', 'gamete', 'pre-eclampsia'"
127,0,"'paradoxical vocal fold motion disorder', 'muscle tension dysphonia', 'vocal physiology', 'vocally traumatic behavior', 'vocal function exercise', 'digital laryngeal manipulation', 'lee silverman voice treatment', 'voice rehabilitation', 'vocal function', 'speech disorder treatment methods', 'hearing topics', 'speech exercise programs', 'tongue strengthening', 'articulation disorder', 'vocal cord paralysis', 'harsh voice problems', 'dysphonia', 'speech care planning', 'sensory integration therapy', 'effective motor development', 'speech-language instructional materials', 'speech - language research', 'laryngeal cancer knowledge', 'voice therapy', 'therapeutic games'"
128,0,"'journalism', 'feature writing', 'ap style', 'press releases', 'associated press style', 'e-newsletters', 'media relations', 'e-newsletter writing', 'news editing', 'social content', 'web writing', 'videography', 'media contact', 'social media planning', 'pitching media', 'media coverage', 'speech writing', 'digital journalism', 'web site writing', 'video editing', 'podcasting', 'headline writing', 'media lists', 'press materials', 'blog posts'"
129,0,"'study cast polishing', 'dental impressions', 'dental supply inventory', 'removable appliance polishing', 'impression tray fabrication', 'dental procedure tray setup', 'dental operation support', 'dental radiology', 'coronal polish', 'temporary restorations', 'dental histories', 'plaque control', 'dental assistance', 'treatment preparation', 'treatment room preparation', 'orthodontic assistant', 'dental pharmacology', 'fissure', 'amalgam', 'cement removal', 'unbalanced stock', 'oral hygiene instruction', 'merchandising events', 'gum examination', 'rubber dams'"
130,0,"'function and independence facilitation', 'integumentary', 'locomotion', 'oral-motor skills', 'therapeutic exercise', 'physical therapy treatment plan', 'therapeutic techniques', 'dysphagia (swallowing problems)', 'gait training', 'lymphedema', 'speech therapy', 'orthopedic rehabilitation', 'cognitive retraining', 'rehabilitation services', 'home exercise programs', 'muscle re-education', 'adaptive equipment', 'occupational therapy', 'therapy administration', 'therapy evaluation', 'physical therapy modalities', 'speech language pathology', 'adls evaluations', 'disability prevention', 'orthotics'"
131,0," 'plasma donation', 'hematocrit', 'plasmapheresis', 'pheresis', 'finger stick', 'place mounts', 'signal reception assessment', 'vehicle loading', 'autologous', 'emergency medical procedures', 'maintaining supplies', 'blood collection', 'protein electrophoresis', 'health screening', 'client wellness education', 'venipuncture', 'influenza immunization', 'following sops', 'lumbar punctures', 'current good manufacturing practices (cgmp)', 'pilot tubes', 'phlebotomy', 'preventative care education', 'machine setting', 'medical office support'"
132,2,"'extended reach drilling', 'open water operations', 'horvip', 'wephs', 'squeeze cementing', 'shale drilling', 'well flow analysis', 'thermal hydraulic design', 'differential sticking', 'rail bridge design', 'jointed tubing', 'design criteria development', 'underbalanced drilling', 'highways agency', 'natural resource engineering', 'gas lift systems', 'pipe whip', 'completion fluid design', 'vtpsuhm7', 'mining planning', 'bridge geometry', 'pipe whip restraints', 'bhasys pro', 'bottom hole assembly design', 'risk uncertainty management'"
133,0,"'federal aviation regulations', 'aviation regulations', 'aircraft maintenance', 'flight safety', 'federal aviation administration regulations', 'flight training', 'airframe and powerplant', 'general aviation', 'aviation safety', 'helicopter operations', 'air vehicle engineering', 'flight planning', 'multi-engine land', 'crew resource management', 'aircraft electrical systems', 'avionics', 'civil aviation', 'aircraft accident investigation', 'flight control systems', 'single engine land', 'civil aviation authority', 'aerospace industry knowledge', 'aviation security', 'flight data analysis', 'business aviation'"
134,0,"'family planning', 'prenatal care', 'sexually transmitted infections', 'maternal child health', 'breast feeding', 'maternal health', 'community health', 'health education', 'family support', 'child development', 'public health education', 'child protection', ""children's health"", 'community health improvement', 'abortion', 'reproductive health', 'disease prevention', 'crisis intervention', 'special needs children', 'preventive services', 'health and human services', 'social services industry knowledge', 'safe sex', 'adult care', 'head start performance standards'"
135,3,"'skyhigh networks', 'palo alto networks - wildfire', 'palo alto networks - traps', 'incapsula', 'mcafee network security', 'cloud access security broker (casb) management', 'fireeye', 'security configuration management', 'threatconnect', 'tanium ir', 'google cloud security', 'imperva', 'waf-imperva', 'mcafee enterprise security manager', 'ibm resilient', 'splunk enterprise security', 'recorded future', 'tippingpoint', 'splunk user behavior analytics', 'netskope', 'cloud security data protection and privacy', 'idefense', 'digital guardian', 'ibm qradar', 'tanium'"
136,0,"'prothrombin time', 'prothrombin', 'glucose tolerance test', 'international normalized ratio', 'blood sample collection', 'drug monitoring assay collection', 'order of draw', 'drug protocol', 'electrocardiogram operation', 'venipuncture', 'test ordering', 'performing patient precautions', 'phlebotomy services', 'finger prick', 'peak expiratory flow', 'lipid profile', 'sweat test', 'erythrocyte', 'oral challenges', 'blood culture', 'specimen processing', 'hospital laboratory experience', 'sedimentation rate', 'specimen collection', 'seaq'"
137,0,"'pollutant fate', 'pollutant transport', 'threatened/endangered species surveys', 'wetlands protection act', 'environmental resource damage prevention', 'groundwater data collection', 'non-metallic mining', 'water conservation planning', 'environmental restoration planning', 'wetland services', 'surface water remediation', 'environmental field investigation', 'environmental field inspection', 'climate change analysis', 'clean water compliance', 'emission reduction projects', 'uranium mining', 'superfund site remediation', 'wetlands remediation', 'plant community classification', 'porous pavement', 'ecological planning', 'soil protection', 'shale gas extraction', 'biological water quality'"
138,0,"'prescription label creation', 'heartworm', 'client wellness education', 'preventive care', 'preventative care education', 'dispensing patients medication', 'veterinary medicine', 'ear cleaning', 'combine medication', 'hospital supply stocking', 'pharmacy dispensing systems', 'practice management software', 'radiography', 'prescription preparation', 'anesthesiology', 'colic', 'animal care', 'hsp', 'wellness services', 'euthanasia', 'referral of prescription questions', 'homeopathy', 'ringing up products', 'prescription filing', 'adoption outreach'"
139,0,"'pigmented lesion', 'bile duct cancer knowledge', 'premature ejaculation', 'vulvar cancer knowledge', 'urethral stones', 'lithotriptor', 'urology consultation', 'actinic keratosis', 'dermatologic screenings', 'mycosis fungoides diagnosis / treatment', 'hormonal agents', 'dermatologic consultation', 'gynecomastia', 'urinary urgency', 'anal cancer knowledge', 'condyloma', 'prostate gland', 'myomectomy', 'prostate specific antigen (psa) screening', 'excisional biopsy', 'turbinate', 'anti-emetic', 'urinary tract dysfunctions', 'puva treatment', 'endometrial cancer knowledge'"
140,0,"'transportation carrier management', 'tracking shipment information', 'cycle count discrepancy analysis', 'receiving records maintenance', 'multi-site distribution network management', 'package labeling', 'freight inspection', 'freight spending', 'shipping routes', 'routing guide management', 'stock counting', 'hazardous material packing', 'bulk packing', 'outbound cargo', 'e-kanban', 'goods transport', 'logistics operations management', 'transit time analysis', 'slotting optimization', 'interstate commerce commission', 'load cargo', '4pl (fourth party logistics)', 'centralized inventory control', 'responding to shipment inquiries', 'environmental certification applications'"
141,2,"'body panel replacement', 'body panel repair', 'vertical welding', 'rail equipment repair', 'front end alignment', 'brake bleeders', 'radiator hose replacement', 'frame straightening', 'foreign car repairs', 'hydraulic accumulators', 'pneumatic frame straightening machine', 'fleet car repairs', 'emissions inspection', 'light fixture wiring', 'rail-track laying', 'carbon steel welding', 'freight car repairs', 'hydraulic drills', 'electric test equipment', 'emissions analyzers', 'gasoline fuel systems', 'signal repairs', 'grapples', 'alternative fuel vehicles', 'heavy machinery industry knowledge'"
142,0,"'corporate recruiting', 'full-life cycle recruiting', 'boolean search', 'candidate sourcing', 'employee referral programs', 'candidate generation', 'advanced sourcing', 'internet recruiting', 'phone screens', 'hard to fill positions', 'cost per hire', 'recruiting', 'executive recruiting', 'applicant tracking system', 'recruitment process outsourcing (rpo)', 'technical recruiting', 'screening resumes', 'staffing metrics', 'it recruiting', 'global talent acquisition', 'sourcing technologies', 'sales recruiting', 'contract recruitment', 'candidate interviewing', 'kenexa'"
143,1,"'memcachedb', 'zope object database', 'flockdb', 'alluxio', 'latent semantic analysis', 'fuzzy clustering', 'slim framework', 'clickhouse', 'cratedb', 'sentiment classification', 'infinidb', 'varnish cache', 'vowpal', 'hypertable', 'webscalesql', 'wabbit', 'scidb', 'instance-based learning', 'cypher query language', 'rocksdb', 'mnesia', 'basex', 'mlpack (c++ library)', 'pybrain', 'stochastic gradient descent (sgd)'"
144,1,"'active directory management', 'hardware support', 'norton ghost', 'mobile device troubleshooting', 'video cards', 'disk imaging', 'antivirus management', 'dameware', 'kaseya', 'hardware and software problem diagnosis', 'microsoft terminal server', 'microsoft wsus', 'computer installation and setup', 'blackberry enterprise server', 'microsoft sccm', 'hardware troubleshooting', 'backup exec', 'print servers', 'group policy', 'microsoft exchange', 'microsoft networking', 'microsoft active directory', 'dynamic host configuration protocol (dhcp)', 'symantec endpoint protection', 'apple remote desktop'"
145,2,"'contentdm', 'libray of congress subject headings', 'dublin core', 'encoded archival description', 'marc21', 'digital preservation', 'digital curation', 'manuscript collections', 'finding aids', 'omeka', 'archival processing', 'oclc connexion', 'worldcat', 'copy cataloging', 'authority control', 'electronic resource management', 'academic libraries', ""archivists' toolkit"", 'libguides', 'serials management', 'electronic resources', 'archival materials', 'archival management', 'ephemera', 'anglo-american cataloguing rules 2nd ed. (aacr2)'"
146,0,"'individualized educational planning (iep)', 'long canes', 'speech-language pathologist assistance', 'asperger syndrome diagnosis / treatment', 'braillers', 'adaptive mobility devices (amds)', 'speech remediation', 'speech exercise programs', 'tongue strengthening', 'therapeutic games', 'schizophrenia psychosis', 'sensory integration therapy', 'braille writing', 'electronic travel aids (etas)', 'dog guides', 'harsh voice problems', 'reading stands', 'adaptive handwriting devices', 'hearing topics', 'social skills group leadership', 'dyspraxia', 'delayed language', 'braille reading', 'rehabilitation services coordination', 'braille training'"
147,2,"'fertilizer spreaders', 'paint roller', 'jet trucks', 'pruning shears', 'concrete pouring', 'crack sealing', 'power sanders', 'window and door installation', 'sprinkling systems', 'irrigation pipes', 'brush painting', 'hand brush', 'plumbing fixture installation', 'flagging operations', 'flail mowers', 'paint sprayer', 'weeding', 'plumbing tools', 'electrical fixture installation', 'steel forms', 'rototillers', 'guttering', 'pneumatic hammers', 'pruning saws', 'caulking equipment'"
148,0,"'cash application', 'cash receipt application', 'high volume invoicing', 'full cycle accounts recievable', 'account receivable cash application', 'cash receipt posting', 'statement preparation', 'vendor invoice matching', 'computerized accounts payable', 'high volume accounts payable', 'invoice distribution', 'batch reconciliation', 'credit and collection call response', 'batching invoices', 'account analysis', 'year-end reconciliation', 'cash posting', 'accounts payable processing', 'vendor file maintenance', 'payment research', 'payment dispute resolution', 'intercompany reconciliations', 'aia billing', 'full cycle accounts payable', 'statement reconciliation'"
149,0,"'topographic surveys', 'land survey', 'keep field notes', 'pipeline survey', 'record survey measurements', 'highway construction', 'bridge construction', 'construction inspection', 'mapping', 'road construction', 'erosion control', 'sedimentation control', 'bridge repair', 'field surveys', 'civil 3d', 'traffic control devices', 'land planning', 'gps data', 'geopak', 'civil engineering principles', 'geographic information system (gis) data', 'highway design', 'construction map making', 'brush hooks', 'topographical maps'"
150,0,"'security patrol', 'surveillance of premises', 'emergency vehicle operation', 'witness questioning', 'artificial respiration', 'health problem identification', 'security vehicle operation', 'victim reception arrangement', 'criminal report preparation', 'ambulance operations', 'first aid supply replenishment', 'physical ability assessment', 'bandage application', 'treadmill test', 'security officer supervision', 'injury care', 'searches and seizures', 'audiograms', 'ground ambulance', 'first aid', 'metal detector monitoring', 'armed experience', 'keratotomy', 'binocular vision', 'hydrant flow testing'"
151,1,"'salesforce visualforce', 'force.com platform', 'salesforce1', 'salesforce platform skills', 'salesforce object query language (soql)', 'apex code', 'appexchange', 'salesforce sales cloud', 'salesforce lightning', 'salesforce security', 'salesforce steelbrick', 'jitterbit', 'salesforce chatter', 'apptus', 'salesforce administration', 'salesforce service cloud', 'apttus', 'informatica cloud', 'salesforce development', 'salesforce wave analytics', 'salesforce data.com', 'dell boomi', 'bigmachines', 'financialforce', 'websphere cast iron cloud'"
152,1,"'oracle ireceivables', 'oracle e-business suite', 'oracle e-business suite financials', 'oracle scm advanced procurement', 'oracle time & labor', 'oracle receivables', 'advanced supply chain planning (ascp)', 'oracle applications development', 'oracle service contracts', 'oracle demantra', 'oracle manufacturing', 'oracle fixed assets', 'oracle procurement', 'oracle forms', 'oracle bi publisher', 'oracle project accounting', 'oracle discoverer', 'oracle human resources', 'oracle financials', 'oracle reports', 'oracle fusion middleware collaboration suite', 'self-service procurement', 'oracle hcm assessments', 'oracle applications dba', 'oracle fusion'"
153,2,"'typesetting', 'web typography', 'print design', 'color theory', 'adobe illustrator', 'adobe indesign', 'identity design', 'adobe creative suite', 'logo design', 'adobe photoshop', 'creative design', 'adobe imageready', 'adobe dreamweaver', 'visual design', 'art direction', 'multimedia design', 'animation', 'interaction design', 'motion graphics', 'adobe aftereffects', 'brand design', 'adobe acrobat', 'creative direction', 'photo editing', 'corporate design'"
154,0,"'c4isr', 'opnav', 'integrated logistics', 'foreign military sales', 'radar systems', 'counter-terrorism', 'signals intelligence', 'counter-ied', 'program protection plans', 'intelligence operations', 'electronic signals intelligence', 'measurement and signature intelligence', 'imagery intelligence', 'unmanned aerial systems (uas)', 'human intelligence', 'overhead persistent infrared', 'stealth / low observable technology', 'siprnet', 'spectrum management', 'geospatial intelligence', 'surface vessels', 'critical program information', 'intelligence analysis', 'electronic key management system', 'information assurance'"
155,0,"'atopic dermatitis diagnosis / treatment', 'idiopathic', 'orphan drug', 'biosimilars', 'rheumatoid arthritis diagnosis / treatment', 'pulmonary fibrosis', 'gout', 'biopharmaceutical industry knowledge', 'biotechnology industry knowledge', 'post marketing study', 'duchenne muscular dystrophy', 'multiple myeloma diagnosis / treatment', 'pompe disease knowledge', 'biologics', 'psoriatic arthritis diagnosis / treatment', 'immunoscience', 'phase iv clinical trial', 'publication planning', 'psoriasis', 'gaucher disease knowledge', 'thrombosis', 'biotechnological product marketing', 'lupus', 'remicade', 'hematology'"
156,0,"'swedish massage', 'hot stone massage', 'reflexology', 'sports massage', 'deep tissue massage', 'microdermabrasion', 'therapeutic touch', 'reiki', 'aromatherapy', 'prenatal massage', 'acupressure', 'chemical peels', 'massage', 'keratin', 'permanent makeup', 'therapeutic massage', 'massage therapy', 'spa industry knowledge', 'chair massage', 'myofascial release', 'chinese medicine', 'skin examination', 'hydrotherapy', 'dermabrasion', 'naturopath'"
157,0,"'operating margin maximization', 'hand mentor', 'bioness', 'profitability control', ""children's ministry"", 'balancing books', 'financial data interpretation', 'student ministry', 'family ministry', 'retain top talent', 'youth ministry', 'fiscal operations management', 'hospital supply stocking', 'mass merchandising', 'staff relations', 'word of mouth marketing', 'oxyhemoglobin', 'parasomnia', 'academic program management', 'financial monitoring', 'capital equipment requests', 'academic management', 'medical informatics trends', 'ambulance operations', 'non-profit financial management'"
158,0,"'enterovirus', 'streptococcus pneumoniae diagnosis / treatment', 'rickettsial diseases knowledge', 'chemoprophylaxis', 'coinfection', 'q fever', 'perinatal transmission', 'flavivirus', 'serotype', 'rotavirus', 'antiviral drugs', 'medical virology', 'vaccine evaluation', 'special pathogen', 'infection diagnosis', 'clostridium difficile', 'pseudomonas aeruginosa', 'antimicrobial drug', 'pneumonitis', 'preventive health reports', 'dna vaccines', 'allergy research', 'epidemiology surveillance', 'hospital-acquired infection', 'virus-host interactions'"
159,1,"'cnc machine', 'mastercam', 'g-code', '5-axis machining', 'cnc mill', 'milling cutters', 'computerized numerical control lathes', 'tool dies', 'milling', 'lathes', 'press brakes', 'surfcam', '5-axis milling machines', 'punch presses', 'turret presses', 'computer numerical control (cnc)', 'radial drills', 'machining', 'alphacam', 'powermill', 'height gauges', 'machine tools', 'vernier calipers', 'radial drill presses', 'swiss style lathes'"
160,1,"'cabletron', 'kiwi cattools', 'pc peripheral device configuration', 'cisco ip sla (internet protocol service level agreement)', 'first hop redundancy protocol (fhrp) - cisco', 'bay networks', 'blackberry troubleshooting', '10baset', 'firewall certifications', 'ibm sna', 'citrix winframe', 'netbios', 'palo alto networks - globalprotect', 'netware 6', 'pc peripheral device installation', 'macrium reflect', 'pathworks', 'current diagrams', 'trend antivirus', 'mac os 8', 'telecom skills', 'mcafee groupshield', 'synchronous digital hierarchy', 'check point firewall-1', 'microsoft lync voice'"
161,1,"'strategy and planning i&am', 'i&am strategy', 'i&am planning', 'ca identity manager', 'role based access control (rbac)', 'oracle access manager', 'ibm directory server', 'oracle directory server', 'sailpoint identity and access management', 'oracle identity analytics', 'novell edirectory', 'oracle virtual directory', 'oracle security access manager', 'oracle identity manager', 'identity governance and administration', 'cyberark', 'oracle identity federation', 'sailpoint', 'oracle unified directory', 'oracle waveset', 'ca single sign-on (siteminder)', 'strong authentication', 'multi factor authentication', 'varonis', 'forgerock'"
162,0,"'inspection of baggage/packages', 'access and/or egress control', 'security experience', 'alarm system monitoring', 'healthcare security', 'law enforcement or criminal justice experience', 'fire control', 'transportation security', 'civil aviation', 'security patrol', 'law enforcement', 'prevention of criminal activity', 'magnetometers', 'joint personnel adjudication system (jpas)', 'security x-ray operation', 'prevention of unauthorized entry', 'surveillance system monitoring', 'language testing', 'national industrial security program operating manual', 'emergency response', 'security operations', 'responding to security breaches', 'computer-aided dispatch (cad)', 'sf-86', 'public transit systems'"
163,1,"'regression analysis', 'r', 'time series analysis', 'multiple regression', 'multivariate regression', 'statistical modeling', 'econometrics', 'cluster analysis', 'logistic regression', 'predictive models', 'tableau', 'stata', 'linear regression', 'time series models', 'spss', 'time series forecasting', 'data mining', 'segmentation analysis', 'exploratory analysis', 'quantitative data analysis', 'statistics', 'choice modeling', 'attribution modeling', 'applied statistics', 'statistical analysis'"
164,2,"'computational fluid dynamics analysis tools', 'fuel cell design', 'magnetic component design', 'fuel cell system design', 'semiconductor process systems', 'vehicle component design', 'electromechanical circuits', 'analog power supply', 'digital interfacing', 'fuel cell development', 'heat transfer design', 'electronic design automation software', 'assembly machine design', 'electromechanical integration', 'aerospace product design', 'thermoset', 'dielectric properties', 'prosteel', 'communication bus analyzers', 'gas expanders', 'isdx', 'electronic measuring probes', 'advanced manufacturing process development', 'electrical consulting engineer', 'fluidic circuits'"
165,1,"'android', 'android software development kit (sdk)', 'objective c', 'mobile platform development', 'cocoa', 'mobile applications', 'android application development', 'android studio', 'ios application development', 'xcode', 'symbian', 'sqlite', 'iphone software development kit (sdk)', 'uikit', 'opengl', 'bluetooth low energy (le)', 'mobile application design', 'embedded linux', 'brew applications', 'android middleware', 'microsoft xamarin', 'android testing', 'embedded systems', 'opencv', 'android multimedia'"
166,0,"'leadership in energy and environmental design (leed) rating system', 'greenhouse gas accounting', 'sustainability marketing', 'leed rating system', 'sustainability consulting', 'carbon footprint reduction', 'sustainability research', 'sustainability evaluation', 'sustainable materials', 'life cycle assessment', 'green building', 'carbon accounting', 'green design', 'greenhouse gas (ghg) emissions', 'carbon offsets', 'green building standards', 'sustainability campaigns', 'energy efficiency assessment', 'environmental sustainability', 'green communities', 'carbon footprint', 'carbon management', 'energy reduction', 'greenhouse gas', 'energy management planning'"
167,0,"'habitat management planning', 'planting drills', 'crop maturity', 'plot trials', 'farm product marketing', 'wetland laws', 'soil tillers', 'chronic wasting disease knowledge', 'crop planting', 'farm work techniques', 'shoreline stabilization', 'marine fisheries program', 'crop hauling', 'wetlands remediation', 'crop transport', 'directional compasses', 'wetland services', 'irrigation system assessments', 'soil processes', 'water conservation planning', 'biological water quality', 'irrigation technology', 'manure spreaders', 'plant community classification', 'biological conservation'"
168,0,"'myeloma diagnosis / treatment', 'sarcoma', 'multiple myeloma diagnosis / treatment', 'acute leukemia diagnosis / treatment', 'stem cell transplantation', 'blood disorders', 'lymphoma', 'pancreatic cancer knowledge', 'prostate cancer knowledge', 'lung cancer knowledge', 'hematological disorders', 'ovarian cancer knowledge', 'cancer knowledge', 'myelodysplastic syndromes', 'aplastic anemia', 'head and neck cancer knowledge', 'mesothelioma diagnosis / treatment', 'neck cancer knowledge', 'immunotherapy', 'melanoma cancer knowledge', 'breast cancer knowledge', 'stomach cancer knowledge', 'biological response modifiers', 'thrombocytopenia', 'skin cancer knowledge'"
169,1,"'sap s/4hana', 'sap s/4 hana, fiori & ui5 security', 'sap s/4 hana security', 'web dynpro', 'sap implementation', 'advanced business application programming (abap)', 'sap solman', 'mysap', 'sap s/4 fiori security', 'sap netweaver', 'sap hana', 'sap warehouse management', 'extended warehouse management', 'sap co (controlling)', 'sap afs', 'sap pp (production planning)', 'sap basis', 'handling unit management', 'sap financial supply chain management (fscm)', 'sap s/4 ui5 security', 'dialog programming', 'smartforms', 'sap business workflow', 'sap business intelligence (bi)', 'sap technical architecture'"
170,0,"'metropolitan planning organization (mpo)', 'pedestrian planning', 'transit planning', 'bus rapid transit', 'traffic calming', 'bicycle planning', 'multi-modal transportation', 'transportation planning', 'federal transit administration', 'transit-oriented development', 'highway capacity software', 'transportation demand management', 'transit operations', 'traffic operation analysis', 'transit systems', 'transportation system design', 'public transit operations', 'signal timing', 'transportation engineering', 'land use studies', 'advanced traffic management system', 'traffic signal design', 'highway planning', 'traffic control devices', 'urban planning'"
171,0,"'pollution underwriting', 'environmental casualty', 'environmental underwriting', 'industrial safety and health engineering', 'environmental insurance', 'emission reduction projects', 'occupational health and safety compliance', 'environmental contaminant analysis', 'groundwater testing', 'sustainable remediation', 'iso 14040', 'colorimetric detector tubes', 'environmental field inspection', 'repetitive stress injury', 'band analyzers', 'occupational hygiene', 'photoionization detectors (pids)', 'openpages', 'spill contingency planning', 'biological toxins', 'ibm openpages', 'environmental field investigation', 'environmental permit preparation', 'technical system audits', 'sustainability procedures'"
172,3,"'paas security', 'iot device security', 'icd 502', 'nist sp 800-57', 'ics/ot monitoring and response', 'ics/ot threat and vulnerability management', 'establishing security requirements', 'security red teaming', 'nist sp 800-39', 'cnssi 4009', 'iot security testing', 'vormetric tokenization', 'docker security', 'security configuration management', 'ics security standards', 'application security governance', 'security metrics definition', 'erp security architecture design and analysis', 'threadfix', 'industrial internet of things (iiot) security', 'secure coding / application development', 'iot network security', 'hpe securedata', 'rsa archer vulnerability risk management', 'cyber security tabletop exercise'"
173,3,"'motionbuilder', 'mudbox', 'softimage', 'world building', '2d animation', 'traditional animation', 'zbrush', 'cryengine', 'unreal', 'epic unreal engine', 'character design', 'artistic figure drawing', 'fumefx', 'radiant game engine', 'maya', 'hlsl (high level shading language)', 'gameplay scripting', 'stop motion animation', 'unity', 'unity 3d', 'blender', 'lightwave 3d', 'motion capture', 'cg (programming language)', 'game development'"
174,0,"'elder care industry knowledge', 'client care', 'infusionsoft', 'senior care', 'assisted living', 'home health care industry knowledge', 'companionship', 'dog walking', 'trade show sales', 'solar consultation', 'hubspot', 'phone sales', 'long term care industry knowledge', 'medical reminders', 'internet advertising', 'advertising sales', 'outbound sales', 'elder care', ""alzheimer's disease knowledge"", 'pediatric home health', 'companion services', 'lead qualification', 'gotomeeting', 'print advertising sales', 'sugarcrm'"
